date,channel,variant,impressions,clicks,conversions,spend,revenue,ctr,conversion_rate,cac,roas
2024-01-14,Facebook,B,7966,227,13,48.34,588.86,0.028496108460959076,0.05726872246696035,3.72,12.18
2024-03-15,Google Search,A,4736,235,26,56.36,1338.08,0.049619932432432436,0.11063829787234042,2.17,23.74
2024-02-13,Email,A,3146,204,35,3.25,1821.38,0.06484424666242848,0.1715686274509804,0.09,560.42
2024-03-06,Email,B,2842,210,22,2.81,1109.28,0.07389162561576355,0.10476190476190476,0.13,394.76
2024-03-13,Instagram,A,8859,158,5,48.84,354.94,0.01783497008691726,0.03164556962025317,9.77,7.27
2024-03-10,TikTok,A,12042,268,8,45.93,330.67,0.02225543929579804,0.029850746268656716,5.74,7.2
2024-03-22,TikTok,B,11572,409,15,44.71,769.61,0.03534393363290702,0.03667481662591687,2.98,17.21
2024-01-12,Email,B,2542,214,24,2.37,1615.18,0.08418568056648308,0.11214953271028037,0.1,681.51
2024-03-22,Google Search,B,4812,135,13,57.2,509.37,0.02805486284289277,0.0962962962962963,4.4,8.91
2024-01-10,Email,A,3486,334,37,3.53,2300.99,0.09581181870338497,0.11077844311377245,0.1,651.84
2024-01-21,Email,B,2121,135,16,2.12,787.35,0.06364922206506365,0.11851851851851852,0.13,371.39
2024-03-13,Email,B,3306,279,26,3.22,1314.14,0.08439201451905626,0.0931899641577061,0.12,408.12
2024-01-12,Google Search,A,4922,249,19,53.93,1135.97,0.0505891913856156,0.07630522088353414,2.84,21.06
2024-02-09,Google Search,B,4668,177,17,49.43,1007.76,0.037917737789203085,0.096045197740113,2.91,20.39
2024-03-18,Facebook,A,5773,104,3,37.13,128.81,0.018014896934003117,0.028846153846153848,12.38,3.47
2024-02-22,Google Search,B,5102,268,22,57.61,646.88,0.052528420227361816,0.08208955223880597,2.62,11.23
2024-01-01,Email,A,3453,264,30,3.32,1455.27,0.07645525629887055,0.11363636363636363,0.11,438.33
2024-02-22,Instagram,B,8488,181,8,43.52,418.01,0.021324222431668236,0.04419889502762431,5.44,9.61
2024-03-07,TikTok,B,8558,273,12,32.62,542.34,0.03189997663005375,0.04395604395604396,2.72,16.63
2024-02-05,Instagram,B,9196,169,8,47.83,442.02,0.018377555458895172,0.047337278106508875,5.98,9.24
2024-02-21,TikTok,A,10629,199,4,36.615,227.43,0.018722363345564024,0.020100502512562814,9.15,6.21
2024-02-13,TikTok,B,10670,399,15,45.59,846.81,0.03739456419868791,0.03759398496240601,3.04,18.57
2024-01-30,Email,B,2818,230,25,2.64,1409.35,0.08161816891412349,0.10869565217391304,0.11,533.84
2024-03-12,Google Search,B,4992,236,23,57.99,1129.14,0.047275641025641024,0.09745762711864407,2.52,19.47
2024-01-23,Instagram,A,9540,146,4,51.29,200.85,0.015303983228511531,0.0273972602739726,12.82,3.92
2024-03-27,Instagram,B,8372,172,6,45.38,310.03,0.020544672718585764,0.03488372093023256,7.56,6.83
2024-01-07,TikTok,A,6373,104,2,24.51,111.4,0.016318845127883258,0.019230769230769232,12.26,4.55
2024-02-07,Email,B,3600,265,28,3.75,1521.12,0.07361111111111111,0.10566037735849057,0.13,405.63
2024-02-14,Facebook,A,8152,156,9,51.47,582.29,0.019136408243375858,0.057692307692307696,5.72,11.31
2024-01-21,TikTok,B,8567,249,8,32.82,465.52,0.029065016925411462,0.0321285140562249,4.1,14.18
2024-01-17,Google Search,B,4899,202,15,61.07,783.86,0.04123290467442335,0.07425742574257425,4.07,12.84
2024-01-01,Instagram,A,9364,138,5,52.8,220.27,0.014737291755659975,0.036231884057971016,10.56,4.17
2024-01-23,Google Search,A,4732,219,24,57.3,1407.15,0.04628064243448859,0.1095890410958904,2.39,24.56
2024-02-11,TikTok,B,9400,275,12,39.08,600.54,0.02925531914893617,0.04363636363636364,3.26,15.37
2024-01-08,Email,A,2913,299,34,2.87,1990.23,0.10264332303467216,0.11371237458193979,0.08,693.46
2024-03-09,Google Search,B,4858,179,10,59.49,674.87,0.03684643886372993,0.055865921787709494,5.95,11.34
2024-01-06,Facebook,A,7123,145,7,48.21,346.49,0.020356591323880388,0.04827586206896552,6.89,7.19
2024-02-18,Instagram,A,8927,137,5,44.91,249.85,0.01534670101937941,0.0364963503649635,8.98,5.56
2024-02-01,Facebook,A,8624,174,7,53.92,409.81,0.020176252319109463,0.040229885057471264,7.7,7.6
2024-03-24,TikTok,A,11563,224,5,36.615,336.06,0.019372135259015825,0.022321428571428572,7.32,9.18
2024-02-12,Google Search,A,4967,203,20,55.38,872.66,0.04086974028588685,0.09852216748768473,2.77,15.76
2024-01-23,TikTok,B,8762,329,13,36.08,672,0.037548504907555354,0.03951367781155015,2.78,18.63
2024-01-18,Instagram,B,8709,180,6,54.18,338.18,0.020668274199104376,0.03333333333333333,9.03,6.24
2024-03-23,TikTok,A,12319,210,4,36.615,232.64,0.017046838217387776,0.01904761904761905,9.15,6.35
2024-02-07,Facebook,A,7159,165,8,48.39,400.87,0.023047911719513897,0.048484848484848485,6.05,8.28
2024-03-20,Facebook,B,7253,175,9,46.03,657.25,0.02412794705639046,0.05142857142857143,5.11,14.28
2024-01-13,Instagram,B,10408,246,10,55.35,441.63,0.02363566487317448,0.04065040650406504,5.54,7.98
2024-03-28,Email,B,2968,270,24,2.75,1184.33,0.09097035040431267,0.08888888888888889,0.11,430.67
2024-01-02,Email,B,3027,297,35,3,1516.42,0.0981169474727453,0.11784511784511785,0.09,505.47
2024-03-21,Instagram,A,7205,115,4,38.41,306.46,0.015961138098542677,0.034782608695652174,9.6,7.98
2024-02-20,TikTok,B,10556,371,15,38.67,691.94,0.035145888594164454,0.04043126684636118,2.58,17.89
2024-03-02,Email,B,2683,238,31,2.48,1780.15,0.0887066716362281,0.13025210084033614,0.08,717.8
2024-02-18,Facebook,B,7519,166,9,49.61,496.9,0.022077403910094426,0.05421686746987952,5.51,10.02
2024-02-12,Email,A,3056,233,31,2.88,1677.82,0.07624345549738219,0.13304721030042918,0.09,582.58
2024-01-09,Email,A,2999,161,18,2.69,1036.22,0.05368456152050684,0.11180124223602485,0.15,385.21
2024-03-08,Facebook,A,8101,117,4,52.64,217.39,0.014442661399827183,0.03418803418803419,13.16,4.13
2024-01-30,Instagram,A,9550,132,5,52.28,320.6,0.01382198952879581,0.03787878787878788,10.46,6.13
2024-03-07,Instagram,A,9338,127,4,52.92,223.73,0.013600342685799956,0.031496062992125984,13.23,4.23
2024-03-26,Email,B,2494,189,20,2.32,730.9,0.07578187650360867,0.10582010582010581,0.12,315.04
2024-03-14,Google Search,A,5320,212,24,61.27,1530.38,0.03984962406015038,0.11320754716981132,2.55,24.98
2024-01-19,TikTok,B,6619,178,8,23.65,418.13,0.026892279800574105,0.0449438202247191,2.96,17.68
2024-03-20,Google Search,A,5829,201,20,71.28,1003,0.034482758620689655,0.09950248756218906,3.56,14.07
2024-03-04,Instagram,B,7087,162,7,39.07,350.13,0.022858755467757865,0.043209876543209874,5.58,8.96
2024-03-12,Instagram,A,8476,176,5,48.29,321.71,0.020764511562057573,0.028409090909090908,9.66,6.66
2024-03-04,Facebook,B,7332,183,9,51.3,546.57,0.02495908346972177,0.04918032786885246,5.7,10.65
2024-01-17,Google Search,A,5109,258,22,61.27,1014.1,0.05049911920140928,0.08527131782945736,2.79,16.55
2024-03-29,Email,B,2869,232,28,2.92,1472.72,0.08086441268734751,0.1206896551724138,0.1,504.36
2024-02-14,Google Search,B,4446,189,17,51.69,785.04,0.04251012145748988,0.08994708994708994,3.04,15.19
2024-03-19,Instagram,A,8173,108,4,42.81,251.25,0.013214242016395449,0.037037037037037035,10.7,5.87
2024-03-18,Email,B,2964,310,37,2.95,1586.42,0.10458839406207827,0.11935483870967742,0.08,537.77
2024-01-27,Google Search,B,5254,147,14,64.91,692.76,0.027978682908260374,0.09523809523809523,4.64,10.67
2024-03-15,TikTok,A,10234,170,5,40.94,224.74,0.016611295681063124,0.029411764705882353,8.19,5.49
2024-01-14,Google Search,B,5282,235,16,61.51,776.81,0.04449072321090496,0.06808510638297872,3.84,12.63
2024-01-03,Email,B,2963,354,27,3.14,1391.44,0.11947350658116773,0.07627118644067797,0.12,443.13
2024-02-21,TikTok,B,10150,219,12,40.69,678.12,0.021576354679802956,0.0547945205479452,3.39,16.67
2024-01-26,TikTok,A,7959,151,4,34.18,225.45,0.018972232692549315,0.026490066225165563,8.54,6.6
2024-01-29,Google Search,B,4803,173,15,58.33,715.94,0.036019154694982305,0.08670520231213873,3.89,12.27
2024-03-15,Email,A,3044,252,31,3.1,1515.6,0.08278580814717477,0.12301587301587301,0.1,488.9
2024-03-07,Facebook,A,7219,135,6,43.87,410.97,0.01870065105970356,0.044444444444444446,7.31,9.37
2024-02-13,Facebook,B,7082,135,6,47.98,244.66,0.01906241174809376,0.044444444444444446,8,5.1
2024-03-08,Google Search,A,4862,194,19,58.96,1098.9,0.03990127519539284,0.0979381443298969,3.1,18.64
2024-03-14,Google Search,B,4141,143,11,54.55,515.34,0.034532721564839414,0.07692307692307693,4.96,9.45
2024-03-28,Facebook,B,7445,199,11,52,604.48,0.026729348556077906,0.05527638190954774,4.73,11.62
2024-03-29,Google Search,A,4357,154,15,51.49,943.13,0.035345421161349554,0.09740259740259741,3.43,18.32
2024-02-05,Email,B,2673,259,26,2.62,1404.26,0.09689487467265245,0.10038610038610038,0.1,535.98
2024-03-26,TikTok,B,12627,363,16,51.49,889.74,0.02874792112140651,0.0440771349862259,3.22,17.28
2024-02-26,Google Search,B,6187,220,20,70.63,1089.41,0.03555842896395668,0.09090909090909091,3.53,15.42
2024-02-03,Google Search,B,4791,187,17,57.59,1098.56,0.03903151742851179,0.09090909090909091,3.39,19.08
2024-01-08,Google Search,A,5366,221,24,65.96,1415.68,0.041185240402534476,0.1085972850678733,2.75,21.46
2024-04-03,Instagram,A,8675,148,4,47.59,244.67,0.017060518731988474,0.02702702702702703,11.9,5.14
2024-01-30,TikTok,B,8798,238,12,33.49,543.8,0.027051602636962945,0.05042016806722689,2.79,16.24
2024-03-25,Facebook,A,7144,132,4,43.68,238.17,0.018477043673012318,0.030303030303030304,10.92,5.45
2024-03-01,Email,A,3384,294,35,3.39,1800.52,0.08687943262411348,0.11904761904761904,0.1,531.13
2024-01-14,Google Search,A,4447,197,17,56.51,1018.41,0.04429952777153137,0.08629441624365482,3.32,18.02
2024-02-06,TikTok,A,10480,183,5,40.56,243.03,0.017461832061068702,0.0273224043715847,8.11,5.99
2024-02-11,Email,B,2790,231,31,2.79,1262.72,0.08279569892473118,0.1341991341991342,0.09,452.59
2024-03-27,Facebook,A,8308,153,6,57.4,296.88,0.018415984593163216,0.0392156862745098,9.57,5.17
2024-03-14,TikTok,A,10762,209,6,48.19,262.67,0.019420182122282102,0.028708133971291867,8.03,5.45
2024-02-04,Google Search,A,4213,192,19,48.43,915.06,0.04557322572988369,0.09895833333333333,2.55,18.89
2024-02-05,Facebook,A,7325,164,7,48.77,464.74,0.022389078498293514,0.042682926829268296,6.97,9.53
2024-02-17,Google Search,A,5010,250,20,61.27,1098.29,0.0499001996007984,0.08,3.06,17.93
2024-03-23,Instagram,B,7408,148,5,41.19,309.78,0.01997840172786177,0.033783783783783786,8.24,7.52
2024-01-07,Instagram,A,8868,145,6,51.18,359.14,0.016350924672981507,0.041379310344827586,8.53,7.02
2024-03-06,Google Search,A,5371,222,21,65.95,1159.56,0.04133308508657606,0.0945945945945946,3.14,17.58
2024-02-10,TikTok,B,9356,272,11,40.2,622.04,0.02907225309961522,0.04044117647058824,3.65,15.47
2024-01-17,Email,A,2864,227,24,2.91,1173.31,0.07925977653631285,0.10572687224669604,0.12,403.2
2024-02-15,Email,A,2908,255,26,2.8,1415.08,0.08768913342503439,0.10196078431372549,0.11,505.39
2024-03-29,Google Search,B,5831,198,14,67.88,760.23,0.03395643971874464,0.0707070707070707,4.85,11.2
2024-03-30,Google Search,B,5614,164,19,71.27,1017.79,0.02921268257926612,0.11585365853658537,3.75,14.28
2024-03-16,Facebook,B,7863,185,9,49.98,436.82,0.02352791555385985,0.04864864864864865,5.55,8.74
2024-07-03,TikTok,A,11943,274,5,53.15,212.43,0.022942309302520305,0.01824817518248175,10.63,4
2024-01-09,Email,B,3197,280,33,3.16,1735.96,0.08758210822646231,0.11785714285714285,0.1,549.35
2024-01-30,Email,A,2682,258,28,2.56,1606.17,0.09619686800894854,0.10852713178294573,0.09,627.41
2024-03-17,Instagram,A,9400,144,4,53.9,177.46,0.015319148936170212,0.027777777777777776,13.47,3.29
2024-01-01,Instagram,B,8904,205,7,44.77,409.24,0.02302336028751123,0.03414634146341464,6.4,9.14
2024-03-27,Email,B,2991,247,31,2.83,1739.34,0.0825810765630224,0.12550607287449392,0.09,614.61
2024-03-07,Google Search,B,5441,155,16,67.14,777.25,0.028487410402499542,0.1032258064516129,4.2,11.58
2024-02-01,Google Search,B,4804,226,26,62.29,1394.08,0.04704412989175687,0.11504424778761062,2.4,22.38
2024-03-05,Instagram,A,8291,157,4,45.96,225.85,0.01893619587504523,0.025477707006369428,11.49,4.91
2024-01-22,Facebook,B,8337,198,11,53.42,611.43,0.02374955019791292,0.05555555555555555,4.86,11.45
2024-01-30,Facebook,A,8099,112,5,54.2,311.31,0.013828867761452032,0.044642857142857144,10.84,5.74
2024-02-04,Google Search,B,5646,209,19,60.39,918.85,0.03701735742118314,0.09090909090909091,3.18,15.22
2024-01-20,Instagram,A,8177,130,5,41.3,317.2,0.01589825119236884,0.038461538461538464,8.26,7.68
2024-03-22,Google Search,A,5279,133,10,65.21,685.31,0.025194165561659404,0.07518796992481203,6.52,10.51
2024-01-16,TikTok,A,7827,134,3,30.81,167.74,0.017120224862654913,0.022388059701492536,10.27,5.44
2024-03-22,Facebook,A,6707,114,5,44.57,276.54,0.0169971671388102,0.043859649122807015,8.91,6.2
2024-03-11,Email,A,3180,226,18,3.37,1063.6,0.0710691823899371,0.07964601769911504,0.19,315.61
2024-02-29,Facebook,A,6579,112,5,44.19,243.66,0.017023863809089528,0.044642857142857144,8.84,5.51
2024-03-08,Instagram,A,8720,124,3,46.45,176.82,0.014220183486238533,0.024193548387096774,15.48,3.81
2024-02-16,Google Search,B,5130,181,18,65.98,1014.67,0.035282651072124756,0.09944751381215469,3.67,15.38
2024-01-13,Instagram,A,8406,147,4,49.45,168.72,0.01748750892219843,0.027210884353741496,12.36,3.41
2024-03-04,Google Search,A,6001,208,19,71.99,761.15,0.034660889851691384,0.09134615384615384,3.79,10.57
2024-01-11,Instagram,A,8352,167,7,45.31,413.77,0.019995210727969347,0.041916167664670656,6.47,9.13
2024-01-02,Google Search,A,4946,211,22,61.3,1127.48,0.042660735948241005,0.10426540284360189,2.79,18.39
2024-02-13,Facebook,A,9420,201,10,59.26,448.97,0.021337579617834394,0.04975124378109453,5.93,7.58
2024-02-26,TikTok,B,9567,266,10,38.13,644.58,0.027803909271453955,0.03759398496240601,3.81,16.9
2024-03-03,TikTok,B,10440,349,14,40.31,725.89,0.03342911877394636,0.04011461318051576,2.88,18.01
2024-02-22,Google Search,A,5353,228,20,60.44,1004.74,0.04259293853913693,0.08771929824561403,3.02,16.62
2024-03-08,Facebook,B,8207,193,10,50,561.78,0.023516510296088703,0.05181347150259067,5,11.24
2024-02-08,Email,A,2891,207,22,2.61,1116.99,0.07160152196471808,0.10628019323671498,0.12,427.97
2024-03-24,Email,B,3053,241,22,3.28,1088.39,0.07893874877169997,0.0912863070539419,0.15,331.83
2024-03-19,Facebook,B,6898,158,9,45.56,572.52,0.022905189910118876,0.056962025316455694,5.06,12.57
2024-02-13,Google Search,A,4460,200,16,52.11,792.07,0.04484304932735426,0.08,3.26,15.2
2024-03-27,Google Search,B,5049,180,15,61.88,693.65,0.035650623885918005,0.08333333333333333,4.13,11.21
2024-01-06,Email,A,2778,249,32,3.12,1717.44,0.08963282937365011,0.1285140562248996,0.1,550.46
2024-01-25,TikTok,B,7657,243,11,29.86,607.85,0.03173566671019982,0.04526748971193416,2.71,20.36
2024-02-27,TikTok,A,7912,132,5,31.34,262.59,0.016683518705763397,0.03787878787878788,6.27,8.38
2024-01-13,Email,B,3259,317,37,3.34,2281.05,0.09726910095121202,0.1167192429022082,0.09,682.95
2024-01-22,TikTok,B,9184,251,9,38.49,682.38,0.0273301393728223,0.035856573705179286,4.28,17.73
2024-10-03,TikTok,B,9607,223,6,37.57,299.48,0.023212241074216718,0.026905829596412557,6.26,7.97
2024-01-30,Instagram,B,8400,168,8,47.83,519.11,0.02,0.047619047619047616,5.98,10.85
2024-03-23,Facebook,B,7760,209,14,51.35,829.64,0.02693298969072165,0.06698564593301436,3.67,16.16
2024-02-12,Instagram,A,8430,112,3,44.83,214.9,0.0132858837485172,0.026785714285714284,14.94,4.79
2024-02-13,Google Search,B,5534,211,16,66.42,728.41,0.038127936393205636,0.07582938388625593,4.15,10.97
2024-02-28,TikTok,A,8696,202,5,30.91,210.42,0.023229070837166514,0.024752475247524754,6.18,6.81
2024-02-23,Facebook,B,8685,136,7,51.04,348.2,0.01565918249856074,0.051470588235294115,7.29,6.82
2024-02-17,Email,B,2926,231,24,3.05,1305.86,0.07894736842105263,0.1038961038961039,0.13,428.15
2024-03-10,Instagram,B,8008,173,7,46.72,399.8,0.021603396603396604,0.04046242774566474,6.67,8.56
2024-03-18,Instagram,B,10559,189,6,63.18,247.73,0.01789942229377782,0.031746031746031744,10.53,3.92
2024-02-18,Facebook,A,9062,158,8,61.72,480.54,0.017435444714191128,0.05063291139240506,7.72,7.79
2024-01-15,TikTok,B,7445,184,7,29.8,358.88,0.024714573539288114,0.03804347826086957,4.26,12.04
2024-03-16,Email,B,2849,255,24,2.9,1339.89,0.08950508950508951,0.09411764705882353,0.12,462.03
2024-03-28,Instagram,B,8144,199,8,45.59,514.89,0.02443516699410609,0.04020100502512563,5.7,11.29
2024-01-22,TikTok,A,7138,155,3,26.57,161.68,0.02171476604090782,0.01935483870967742,8.86,6.09
2024-03-25,Instagram,A,8595,118,2,44.8,124.33,0.01372891215823153,0.01694915254237288,22.4,2.78
2024-03-10,Instagram,A,8279,116,3,46.08,183.4,0.014011354028264283,0.02586206896551724,15.36,3.98
2024-02-05,Email,A,2803,227,23,2.73,914.51,0.08098465929361398,0.1013215859030837,0.12,334.99
2024-02-15,Facebook,B,9171,335,18,61.21,1181.66,0.03652818667538982,0.05373134328358209,3.4,19.31
2024-01-31,Email,A,3261,304,40,3.36,2065.48,0.0932229377491567,0.13157894736842105,0.08,614.73
2024-02-08,Instagram,B,9522,167,7,53.78,318.1,0.017538332283133794,0.041916167664670656,7.68,5.91
2024-01-24,Instagram,B,9150,184,7,46.46,467.23,0.02010928961748634,0.03804347826086957,6.64,10.06
2024-02-16,Instagram,B,9078,223,10,49.13,516.55,0.02456488213262833,0.04484304932735426,4.91,10.51
2024-03-01,Google Search,A,4796,168,16,54.75,900.38,0.03502919099249374,0.09523809523809523,3.42,16.45
2024-02-27,Google Search,A,4729,196,19,59.85,1191,0.04144639458659336,0.09693877551020408,3.15,19.9
2024-03-30,Google Search,A,5332,204,18,68.48,1016.98,0.03825956489122281,0.08823529411764706,3.8,14.85
2024-02-22,TikTok,A,9326,178,5,40.92,250.3,0.019086425048252198,0.028089887640449437,8.18,6.12
2024-01-04,Instagram,B,7886,201,7,40.48,445.8,0.025488206949023585,0.03482587064676617,5.78,11.01
2024-02-19,Instagram,B,9812,288,9,56.19,467.95,0.029351814105177332,0.03125,6.24,8.33
2024-01-09,Google Search,A,5028,168,15,58.92,996.52,0.03341288782816229,0.08928571428571429,3.93,16.91
2024-02-16,Google Search,A,4690,144,15,62.61,779.15,0.03070362473347548,0.10416666666666667,4.17,12.44
2024-03-26,Facebook,B,7925,251,10,58,487.48,0.03167192429022082,0.0398406374501992,5.8,8.4
2024-02-19,TikTok,A,7049,101,2,28.7,107.69,0.014328273513973613,0.019801980198019802,14.35,3.75
2024-02-21,Instagram,B,8558,192,8,46.08,523.9,0.02243514839915868,0.041666666666666664,5.76,11.37
2024-02-04,Facebook,A,9159,140,5,53.11,215.74,0.015285511518724752,0.03571428571428571,10.62,4.06
2024-03-23,TikTok,B,7865,185,7,29.96,400.48,0.023521932612841703,0.03783783783783784,4.28,13.37
2024-02-28,Email,B,3560,242,20,3.03,967.68,0.06797752808988763,0.08264462809917356,0.15,319.37
2024-03-12,Google Search,A,5635,198,17,67.16,923.29,0.03513753327417923,0.08585858585858586,3.95,13.75
2024-02-01,Instagram,B,8143,202,9,42.81,474.73,0.02480658234066069,0.04455445544554455,4.76,11.09
2024-02-22,Email,B,3186,307,35,3.25,2005.61,0.09635907093534213,0.11400651465798045,0.09,617.11
2024-02-26,Instagram,B,10983,204,8,61.66,479.4,0.01857416006555586,0.0392156862745098,7.71,7.77
2024-01-01,Google Search,A,5182,185,16,65.4,977.04,0.035700501736781166,0.08648648648648649,4.09,14.94
2024-03-06,Email,A,2490,184,23,2.7,1281.53,0.07389558232931727,0.125,0.12,474.64
2024-03-21,Email,B,2670,259,32,2.75,1856.37,0.09700374531835206,0.12355212355212356,0.09,675.04
2024-02-12,Google Search,B,4531,169,15,54.58,671.84,0.0372986095784595,0.08875739644970414,3.64,12.31
2024-01-07,Email,B,3298,287,32,3.08,1329.28,0.08702243784111582,0.11149825783972125,0.1,431.58
2024-03-17,Google Search,B,4680,182,16,61.39,752.23,0.03888888888888889,0.08791208791208792,3.84,12.25
2024-02-19,Facebook,A,7688,135,7,44.87,329.27,0.017559833506763788,0.05185185185185185,6.41,7.34
2024-01-22,Email,A,3149,253,30,3.09,1953.52,0.08034296602095903,0.11857707509881422,0.1,632.21
2024-01-02,Instagram,B,9249,232,10,52.43,481.14,0.025083792842469456,0.04310344827586207,5.24,9.18
2024-01-19,Instagram,B,6337,114,5,31.53,297.23,0.01798958497711851,0.043859649122807015,6.31,9.43
2024-01-24,TikTok,B,6275,208,10,22.51,585.27,0.033147410358565735,0.04807692307692308,2.25,26
2024-01-29,Email,A,2623,204,23,2.64,1266.26,0.07777354174609226,0.11274509803921569,0.11,479.64
2024-01-18,Email,B,2942,284,38,2.97,2040.32,0.09653297076818491,0.13380281690140844,0.08,686.98
2024-03-30,Instagram,B,9360,199,8,49.55,554.52,0.02126068376068376,0.04020100502512563,6.19,11.19
2024-02-23,Instagram,A,9663,151,5,54.06,286.67,0.015626616992652387,0.033112582781456956,10.81,5.3
2024-03-17,TikTok,B,11622,489,22,44.11,931.6,0.04207537429013939,0.044989775051124746,2,21.12
2024-03-26,Instagram,B,7334,183,8,40.88,378.49,0.0249522770657213,0.04371584699453552,5.11,9.26
2024-02-15,Email,B,2975,186,18,2.95,891.73,0.06252100840336135,0.0967741935483871,0.16,302.28
2024-02-28,Instagram,B,8507,159,5,43.86,310.98,0.018690490184553897,0.031446540880503145,8.77,7.09
2024-02-11,TikTok,A,9863,178,5,40.32,232.86,0.018047247287843456,0.028089887640449437,8.06,5.78
2024-03-29,Email,A,2908,214,27,3.14,2077.98,0.07359009628610728,0.1261682242990654,0.12,661.78
2024-01-16,Email,B,3388,251,29,3.41,1314.93,0.07408500590318771,0.11553784860557768,0.12,385.61
2024-03-30,Email,A,3021,286,38,2.98,2183.79,0.09467063886130421,0.13286713286713286,0.08,732.82
2024-03-09,Facebook,B,6970,143,7,43.33,517.7,0.020516499282639884,0.04895104895104895,6.19,11.95
2024-02-02,Facebook,A,8023,123,6,51.52,388.88,0.015330923594665338,0.04878048780487805,8.59,7.55
2024-01-20,Google Search,B,4424,157,17,51.42,1079.14,0.035488245931283906,0.10828025477707007,3.02,20.99
2024-01-04,TikTok,B,8059,274,11,29.67,616.34,0.03399925549075568,0.040145985401459854,2.7,20.77
2024-07-02,Google Search,B,5428,207,16,66.07,867.58,0.038135593220338986,0.07729468599033816,4.13,13.13
2024-03-01,Email,B,2564,143,20,2.45,1303.44,0.055772230889235566,0.13986013986013987,0.12,532.02
2024-01-23,Google Search,B,4945,226,18,64.08,1126.99,0.04570273003033367,0.07964601769911504,3.56,17.59
2024-02-03,Email,B,3161,413,55,3.23,3769.72,0.13065485605820942,0.13317191283292978,0.06,1167.1
2024-03-24,Facebook,A,6874,121,5,42.78,311.51,0.017602560372417805,0.04132231404958678,8.56,7.28
2024-01-01,TikTok,A,8413,107,3,29.59,154.65,0.012718411981457269,0.028037383177570093,9.86,5.23
2024-02-01,Facebook,B,8036,189,8,48.7,488.61,0.023519163763066203,0.042328042328042326,6.09,10.03
2024-01-03,Instagram,B,9095,180,6,47.28,383.44,0.019791094007696537,0.03333333333333333,7.88,8.11
2024-01-30,TikTok,A,7470,138,3,31.76,142.07,0.018473895582329317,0.021739130434782608,10.59,4.47
2024-02-14,TikTok,B,7830,222,10,30.55,576.82,0.028352490421455937,0.04504504504504504,3.06,18.88
2024-02-02,Google Search,B,4907,211,16,60.77,1097.14,0.042999796209496635,0.07582938388625593,3.8,18.05
2024-03-30,Facebook,B,7675,159,6,52.47,316.98,0.020716612377850163,0.03773584905660377,8.74,6.04
2024-02-02,TikTok,A,9726,154,4,40.16,193.83,0.015833847419288505,0.025974025974025976,10.04,4.83
2024-01-18,Google Search,B,4443,182,15,51.24,885.62,0.04096331307674994,0.08241758241758242,3.42,17.28
2024-01-18,Facebook,B,8446,214,10,59.63,666.75,0.02533743784039782,0.04672897196261682,5.96,11.18
2024-03-29,Facebook,B,7894,254,13,54.94,732.08,0.03217633645806942,0.051181102362204724,4.23,13.33
2024-01-29,TikTok,A,10427,220,5,44.19,269.01,0.021099069722834946,0.022727272727272728,8.84,6.09
2024-02-09,Instagram,B,7467,183,6,41.2,304.05,0.02450783447167537,0.03278688524590164,6.87,7.38
2024-01-13,Facebook,A,7801,101,5,51.89,307.12,0.012947058069478271,0.04950495049504951,10.38,5.92
2024-01-18,Google Search,A,4872,222,20,64.04,1064.7,0.04556650246305419,0.09009009009009009,3.2,16.63
2024-03-04,Email,B,2896,299,30,2.8,1354.19,0.10324585635359115,0.10033444816053512,0.09,483.64
2024-02-19,Instagram,A,9500,104,2,48.28,94.27,0.010947368421052631,0.019230769230769232,24.14,1.95
2024-01-12,Facebook,B,8260,201,10,52.52,562.16,0.02433414043583535,0.04975124378109453,5.25,10.7
2024-01-17,Email,B,3199,303,23,3.14,1035.7,0.0947170990934667,0.07590759075907591,0.14,329.84
2024-04-01,Facebook,B,6759,136,8,42.65,417.91,0.020121319721852344,0.058823529411764705,5.33,9.8
2024-01-25,Instagram,B,9840,199,7,58.45,449.48,0.020223577235772356,0.035175879396984924,8.35,7.69
2024-02-03,TikTok,A,8301,118,2,35.34,133.54,0.01421515480062643,0.01694915254237288,17.67,3.78
2024-03-04,Google Search,B,5410,148,11,59.46,780.2,0.02735674676524954,0.07432432432432433,5.41,13.12
2024-02-13,Email,B,2859,255,27,2.88,1487.02,0.08919202518363065,0.10588235294117647,0.11,516.33
2024-03-17,Google Search,A,4638,155,13,55.39,648.44,0.03341957740405347,0.08387096774193549,4.26,11.71
2024-01-19,Email,A,3024,237,24,3.1,900.84,0.07837301587301587,0.10126582278481013,0.13,290.59
2024-03-13,TikTok,B,9115,317,12,34.47,590.9,0.034777838727372466,0.03785488958990536,2.87,17.14
2024-03-09,Instagram,B,10102,246,10,59.64,509.36,0.024351613541872895,0.04065040650406504,5.96,8.54
2024-02-20,Facebook,A,8494,110,6,48.75,332,0.012950317871438662,0.05454545454545454,8.12,6.81
2024-03-05,Email,B,3533,362,35,3.56,1968.02,0.10246249646193037,0.09668508287292818,0.1,552.81
2024-02-23,Email,B,2868,258,33,2.81,1553.85,0.0899581589958159,0.12790697674418605,0.09,552.97
2024-03-17,Email,B,2910,280,33,2.98,1938.59,0.09621993127147767,0.11785714285714285,0.09,650.53
2024-01-21,Facebook,A,9860,170,9,65.02,415.67,0.017241379310344827,0.052941176470588235,7.22,6.39
